Riesgo,Vulnerabilidad,Tipo,Tecnología,Descripción,Solución,Archivos afectados,Línea afectada,CWE
MEDIUM,weak-cryptography,,,Make sure that using this pseudorandom number generator is safe here.,"Recommended Secure Coding Practices   Use a cryptographically strong pseudorandom number generator (CSPRNG) like crypto.getRandomValues().    Use the generated random values only once.    You should not expose the generated random value. If you have to store it, make sure that the database or file is secure. Compliant Solution// === Client side ===const crypto = window.crypto || window.msCrypto;var array = new Uint32Array(1);crypto.getRandomValues(array); // Compliant for security-sensitive use cases// === Server side ===const crypto = require('crypto');const buf = crypto.randomBytes(1); // Compliant for security-sensitive use casesSee   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-338 - Use of Cryptographically Weak Pseudo-Random Number Generator  (PRNG)    MITRE, CWE-330 - Use of Insufficiently Random Values    MITRE, CWE-326 - Inadequate Encryption Strength    CERT, MSC02-J. - Generate strong random numbers    CERT, MSC30-C. - Do not use the rand() function for generating pseudorandom  numbers    CERT, MSC50-CPP. - Do not use std::rand() for generating pseudorandom  numbers    Derived from FindSecBugs rule Predictable Pseudo Random Number  Generator ",CIBERSEG:src/main/webapp/scripts/wforms/wforms.js,1002,"CWE-338, CWE-330, CWE-326"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/cat/gencat/excel/services/GenerarPdfExp.java,321,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/cat/gencat/excel/services/GenerarPdfExp.java,578,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/model/bo/impl/CanviPasswordBOImpl.java,85,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/model/bo/impl/UsuariBOImpl.java,822,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,220,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,277,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,307,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,339,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,373,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,420,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/security/ValisaAuthenticationProvider.java,464,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/struts/excel/InformePerGeneracioXls.java,223,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/webservices/impl/GeoNamesServiceImpl.java,47,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/java/net/gencat/icass/valisa/webservices/impl/GeoNamesServiceImpl.java,51,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/test/net/gencat/icass/valisa/webservices/test/TestRESTfulService.java,38,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant SolutionLoggers should be used (instead of printStackTrace) to print throwables:try {  /* ... */} catch(Exception e) {  LOGGER.log(""context"", e); // Compliant}EnableWebSecurityannotation for SpringFramework with debug to false disable debugging support:import org.springframework.context.annotation.Configuration;import org.springframework.security.config.annotation.web.configuration.EnableWebSecurity;@Configuration@EnableWebSecurity(debug = false) // Compliantpublic class WebSecurityConfig extends WebSecurityConfigurerAdapter {  // ...}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/test/net/gencat/icass/valisa/webservices/test/TestRESTfulService.java,42,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/ajaxtags-1.1.js,98,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/ajaxtags-1.1.js,108,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/cookies.js,6,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/cookies.js,33,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/menuExpandable.js,201,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/menuExpandable.js,228,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/nicetabs.js,64,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/nicetabs.js,91,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/tabs.js,72,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/tabs.js,99,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/menu/xtree.js,125,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/struts-layout/javascript.js,191,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/struts-layout/javascript.js,201,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/struts-layout/javascript.js,206,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/struts-layout/javascript.js,209,"CWE-312, CWE-315"
